raw_state,year,quarter,txn_count,txn_amount_inr,registered_users,txn_count_p2p,txn_count_retail,txn_count_utility
goa,2026,2,55208797,69089808304.2454,1347940,14983673,37488228,2736896.0
gujarat,2018,1,6635512,8197590210.3636875,2813458,1830544,4636584,168384.0
gujarat,2018,2,8576111,13039616415.945614,3729318,2611334,5503458,461319.0
gujarat,2018,3,12242103,18865469253.16249,4601012,5489933,6110333,641837.0
gujarat,2018,4,16308079,26472137603.705414,5796205,6833499,8704983,769597.0
gujarat,2019,1,26455226,36847763352.85492,6920980,13774066,11548425,1132735.0
gujarat,2019,2,27791578,46130544795.746445,7878532,11595434,15025058,1171086.0
gujarat,2019,3,36868399,55866174464.90448,8815169,13435353,21282425,2150621.0
gujarat,2019,4,41410517,73077071811.67056,9739656,17984643,18884739,4541135.0
gujarat,2020,1,47012185,84177281289.14142,10722212,18268400,22371270,6372515.0
gujarat,2020,2,44779825,70966369720.57262,11915415,15009269,21301458,8469098.0
gujarat,2020,3,58773255,107948689525.47961,13038677,22093055,28750957,7929243.0
gujarat,2020,4,77350802,145043226247.8315,14183614,28915624,37351915,11083263.0
gujarat,2021,1,92994867,178693454967.36502,15212633,35155051,36594813,21245003.0
gujarat,2021,2,108741359,203060508004.0047,16194721,39949396,41144828,27647135.0
gujarat,2021,3,146565806,266874951666.12268,17323185,54390293,61450401,30725112.0
gujarat,2021,4,155616570,290763968555.83673,18430583,56399845,71950994,27265731.0
gujarat,2022,1,202167410,375175981366.9569,19483483,74150580,98716618,29300212.0
gujarat,2022,2,242865983,425192027731.0801,20492610,82061815,126999953,33804215.0
gujarat,2022,3,298170347,492460968385.96,21579615,100513268,157589389,40067690.0
gujarat,2022,4,329074518,548039488289.37463,22608675,108856133,179290320,40928065.0
gujarat,2023,1,369002002,602862655965.1804,23551635,121055664,204120466,43825872.0
gujarat,2023,2,425451706,650588973801.5613,24442139,132213776,245264196,47973734.0
gujarat,2023,3,485612014,713336692583.1819,25381367,151993907,282686065,50932042.0
gujarat,2023,4,542379120,803395243183.7517,26346004,167346113,323807182,51225825.0
gujarat,2024,1,614098314,881020106441.8213,27405423,188201304,369258483,56638527.0
gujarat,2024,2,701921455,919028632147.8857,28470147,199975569,441428904,60516982.0
gujarat,2024,3,763687586,970256325961.4185,29515495,225932859,473594132,64160595.0
gujarat,2024,4,831355510,1082230469473.0231,30455926,244412869,522588190,64354451.0
gujarat,2025,1,902261206,1110857728436.5906,31378561,261049938,569309965,71901303.0
gujarat,2025,2,919508876,1074252324352.9222,32256294,251082446,602292300,66134130.0
gujarat,2025,3,1045353791,1155632518250.8823,33195778,289978000,684049224,71326567.0
gujarat,2025,4,1048194862,1234864382391.2158,34132806,305349338,672395110,70450414.0
gujarat,2026,1,1127537297,1294388577019.7559,34953549,333335610,720203459,73998228.0
gujarat,2026,2,1157902686,1297688887688.3652,36083882,330324037,757197417,70381232.0
haryana,2018,1,5044397,7580699902.527901,1988481,1735441,3258301,50655.0
haryana,2018,2,6867153,12521529537.944519,2621706,2579978,4054740,232435.0
haryana,2018,3,9035319,17864845143.183334,3194626,3891786,4806047,337486.0
haryana,2018,4,14526062,27650255494.451317,3994128,6368684,7602117,555261.0
haryana,2019,1,25636840,38591994904.580345,4759566,14454322,10298565,883953.0
haryana,2019,2,28298601,51094727148.558624,5414773,12805219,14367720,1125662.0
haryana,2019,3,36134187,62880149756.33475,6054463,14597118,19464332,2072737.0
haryana,2019,4,44740993,82429204420.11588,6642686,19453976,21364196,3922821.0
haryana,2020,1,51339201,94252119542.41226,7305629,21051976,25036070,5251155.0
haryana,2020,2,46499694,89232924843.01035,7982067,19749837,20771849,5978008.0
haryana,2020,3,67366856,128348575809.31851,8695590,29036906,32099499,6230451.0
haryana,2020,4,91338622,176138927815.97955,9406195,37925384,44510568,8902670.0
haryana,2021,1,105784676,194682830151.4549,10053988,43022006,46819759,15942911.0
haryana,2021,2,124382433,232312577411.7166,10686682,51942602,52047541,20392290.0
haryana,2021,3,165765789,279337569622.5245,11374312,66050125,77143949,22571715.0
haryana,2021,4,172725358,309594718962.4182,12047369,67543542,85064659,20117157.0
haryana,2022,1,220541832,382682595071.275,12718254,85153388,112255341,23133103.0
haryana,2022,2,271267385,444207427107.7095,13329477,96613876,148317828,26335681.0
haryana,2022,3,325918974,499123302373.1108,13974131,113184007,182189584,30545383.0
haryana,2022,4,346421564,550189071738.4247,14567786,117778439,197287674,31355451.0
haryana,2023,1,382428292,593038018688.3391,15150515,128988482,219069526,34370284.0
haryana,2023,2,458437725,663139120171.8699,15685619,147501959,273061935,37873831.0
haryana,2023,3,502016327,679488272348.9021,16228788,156895804,306428250,38692273.0
haryana,2023,4,555795275,786452421039.6418,16779114,175660164,339854772,40280339.0
haryana,2024,1,606097991,811854562422.356,17427671,188138732,373122494,44836765.0
haryana,2024,2,740372930,909199344753.5066,18087186,214631303,476635703,49105924.0
haryana,2024,3,797331124,927213659244.7268,18729218,231883044,513982387,51465693.0
haryana,2024,4,844101306,1035939449839.3926,19313789,245119637,546237947,52743722.0
haryana,2025,1,857633744,1042384562755.8115,19907909,248265982,552381807,56985955.0
haryana,2025,2,941499109,1093601683082.2201,20473762,259001315,627408882,55088912.0
haryana,2025,3,1011816347,1098443930838.6355,21056009,276948829,676587870,58279648.0
haryana,2025,4,1025189236,1197344182785.4304,21615414,286824452,679431344,58933440.0
haryana,2026,1,1030869286,1183521834050.4062,22159437,288242452,682240539,60386295.0
haryana,2026,2,1130714938,1263508678455.987,22839223,302949383,768184781,59580774.0
himachal pradesh,2018,1,532148,653574896.6591835,232961,155307,374817,2024.0
himachal pradesh,2018,2,752625,1221455463.8391795,321663,244789,495410,12426.0
himachal pradesh,2018,3,983069,1754538049.2417238,411528,359835,591381,31853.0
himachal pradesh,2018,4,1486465,2782592809.741012,536663,614646,826781,45038.0
himachal pradesh,2019,1,2315161,3423445243.3702383,664582,1174821,1063259,77081.0
himachal pradesh,2019,2,2594858,4771816578.540387,782863,1109932,1399651,85275.0
himachal pradesh,2019,3,2800215,5428453807.341392,895546,1136295,1483897,180023.0
himachal pradesh,2019,4,3593015,6985396691.332533,1005852,1525082,1623659,444274.0
himachal pradesh,2020,1,4235511,7195985019.600036,1132310,1548749,1973218,713544.0
himachal pradesh,2020,2,4848448,7841832501.0697975,1275538,1491543,2214649,1142256.0
himachal pradesh,2020,3,5877958,10905705832.23328,1408247,2021110,2795882,1060966.0
himachal pradesh,2020,4,7648490,14312857828.542429,1534598,2642942,3543029,1462519.0
himachal pradesh,2021,1,8416756,15284058641.692795,1638990,3080132,2729674,2606950.0
himachal pradesh,2021,2,10673405,18003833831.481735,1741024,3654848,3324890,3693667.0
himachal pradesh,2021,3,12997641,22459107257.73033,1846491,4692458,4599348,3705835.0
himachal pradesh,2021,4,13750261,23742042055.622837,1950122,4865930,5779795,3104536.0
himachal pradesh,2022,1,16563694,26739954514.571903,2050007,5795846,7493598,3274250.0
himachal pradesh,2022,2,22234130,33881003865.982437,2145736,7197331,11288487,3748312.0
himachal pradesh,2022,3,24383236,35641730907.87379,2243636,7859922,12331466,4191848.0
himachal pradesh,2022,4,27607097,38681552816.71495,2334678,8530434,15080061,3996602.0
himachal pradesh,2023,1,28591197,38288728154.99783,2420834,8712826,15826198,4052173.0
himachal pradesh,2023,2,36965811,47592612549.69776,2502650,10883052,21622495,4460264.0
himachal pradesh,2023,3,34725152,42559427469.09868,2584543,10089367,20360373,4275412.0
himachal pradesh,2023,4,40615274,49155662459.05554,2677484,11483554,25051506,4080214.0
himachal pradesh,2024,1,40811785,48667221254.53458,2783894,11816852,24834607,4160326.0
himachal pradesh,2024,2,54506909,60644407062.34276,2904980,14982368,34599835,4924706.0
himachal pradesh,2024,3,50250250,56752036636.12981,3013084,14456119,31103167,4690964.0
himachal pradesh,2024,4,54095801,63783710820.24858,3099424,15664730,33892927,4538144.0
himachal pradesh,2025,1,57676428,63527597457.03926,3187150,16289890,36211260,5175278.0
himachal pradesh,2025,2,63902910,68743474561.78065,3270465,17252603,41619250,5031057.0
himachal pradesh,2025,3,60321591,63475574844.56685,3355425,16586359,38757665,4977567.0
himachal pradesh,2025,4,62902497,71816498201.72183,3444065,18434338,39612159,4856000.0
himachal pradesh,2026,1,62733321,69091806359.40977,3529338,18652821,39046196,5034304.0
himachal pradesh,2026,2,74853009,82068147069.82556,3592809,21564394,47984389,5304226.0
jammu & kashmir,2018,1,656163,592623090.2033798,256997,265236,389224,1703.0
jammu & kashmir,2018,2,1086777,1213266618.9379668,380192,495778,571507,19492.0
jammu & kashmir,2018,3,1277209,2141341083.7828207,476825,757932,484480,34797.0
jammu & kashmir,2018,4,1268516,3101815416.7378845,601895,548498,673367,46651.0
jammu & kashmir,2019,1,1828165,3498272585.7855463,740329,969595,772422,86148.0
jammu & kashmir,2019,2,2119162,5403213176.7618475,864680,1056876,989235,73051.0
jammu & kashmir,2019,3,947784,3026506976.758377,911309,476173,432043,39568.0
jammu & kashmir,2019,4,272081,1153430776.5641694,934260,152003,75857,44221.0
jammu & kashmir,2020,1,852425,2717731573.0984516,1010260,392979,285108,174338.0
jammu & kashmir,2020,2,2478234,7385817104.091432,1132400,1113996,830419,533819.0
jammu & kashmir,2020,3,3263787,10448451928.001057,1249897,1579112,1130325,554350.0
jammu & kashmir,2020,4,5697218,13861828201.924194,1396218,2151666,2498216,1047336.0
jammu & kashmir,2021,1,6819001,14689457308.71754,1549842,2422378,1821330,2575293.0
jammu & kashmir,2021,2,9759120,19030309332.015205,1701193,3376159,2461450,3921511.0
jammu & kashmir,2021,3,12146768,25141751151.745125,1855715,4549759,3104332,4492677.0
jammu & kashmir,2021,4,13451800,27038608302.84806,2040417,4805709,4460916,4185175.0
jammu & kashmir,2022,1,16932419,31916535500.418865,2232542,6090704,6333871,4507844.0
jammu & kashmir,2022,2,24566238,43852978538.412926,2422700,8551984,10304279,5709975.0
jammu & kashmir,2022,3,30956037,52238599727.460464,2603073,10903528,13247341,6805168.0
jammu & kashmir,2022,4,37429141,54950573837.60637,2801460,11572484,18526673,7329984.0
jammu & kashmir,2023,1,42238384,56989379844.37264,2995581,12550695,21801222,7886467.0
jammu & kashmir,2023,2,59065448,77930824657.73734,3178196,18040047,31290114,9735287.0
jammu & kashmir,2023,3,67501820,87600579308.04288,3356452,20679778,35773150,11048892.0
jammu & kashmir,2023,4,73674593,94888368455.39261,3588585,21009113,41933534,10731946.0
jammu & kashmir,2024,1,77789259,94972171992.32114,3840608,21727328,45932216,10129715.0
jammu & kashmir,2024,2,112089466,130230163165.34396,4103216,30644374,68626394,12818698.0
jammu & kashmir,2024,3,121217339,144846888446.57068,4334950,35392152,72576759,13248428.0
jammu & kashmir,2024,4,127341972,160964790491.79785,4516651,37298358,77050079,12993535.0
jammu & kashmir,2025,1,132457102,150194823534.5383,4699442,37620630,80196524,14639948.0
jammu & kashmir,2025,2,155749073,166352644525.11493,4865971,42511800,98320985,14916288.0
jammu & kashmir,2025,3,163198940,177365135331.55194,5026228,46404338,101539363,15255239.0
jammu & kashmir,2025,4,161467965,188185882406.2973,5205677,47917355,98610091,14940519.0
jammu & kashmir,2026,1,154466958,172634617938.55566,5380456,46503195,93587796,14375967.0
jammu & kashmir,2026,2,187742125,203028380125.5166,5645686,55206052,117475120,15060953.0
jharkhand,2018,1,2678000,2859566816.5828524,880343,947125,1726726,4149.0
jharkhand,2018,2,3756004,5562125948.332726,1238359,1593567,2116672,45765.0
jharkhand,2018,3,9200318,9973432389.379925,1545612,6756488,2349945,93885.0
jharkhand,2018,4,7195365,11735730521.996979,1954512,3755791,3314423,125151.0
jharkhand,2019,1,10723720,15422660565.0615,2344245,6717237,3804061,202422.0
jharkhand,2019,2,11813006,21079454312.56851,2680159,5913940,5681873,217193.0
jharkhand,2019,3,15944483,23997376549.448486,3022018,6510320,8952523,481640.0
jharkhand,2019,4,20545968,31768782167.634148,3396614,11836414,7431278,1278276.0
jharkhand,2020,1,20690673,38005984652.31631,3782690,9481346,9031137,2178190.0
jharkhand,2020,2,22126359,41175811278.05409,4198053,9797276,8793799,3535284.0
jharkhand,2020,3,31367125,59164756770.200226,4625467,14261806,13724440,3380879.0
jharkhand,2020,4,43790272,80715425964.23326,5079848,19241235,20202143,4346894.0
jharkhand,2021,1,52349920,96054296641.15721,5505298,22330559,21235684,8783677.0
jharkhand,2021,2,65088355,122250011704.13626,5909431,28958156,22645520,13484679.0
jharkhand,2021,3,85440030,143139149140.78366,6377290,36049192,35362822,14028016.0
jharkhand,2021,4,100429690,168572076881.3144,6872363,40807294,46792105,12830291.0
jharkhand,2022,1,130487443,222356236530.36456,7352042,53521439,62624486,14341518.0
jharkhand,2022,2,158327616,259653640097.40186,7783514,61327193,79513404,17487019.0
jharkhand,2022,3,184873084,273793546041.3701,8271861,70952996,93843062,20077026.0
jharkhand,2022,4,213455622,317476716109.8493,8761666,80680000,112033002,20742620.0
jharkhand,2023,1,242977596,367883618513.0067,9222109,92176742,127450739,23350115.0
jharkhand,2023,2,292499192,422886248541.147,9650559,107804978,157909691,26784523.0
jharkhand,2023,3,321102668,419546015678.4694,10115548,116600180,177337898,27164590.0
jharkhand,2023,4,379383888,501952800000.8065,10617881,139481501,211872201,28030186.0
jharkhand,2024,1,429954770,561811929005.2913,11202660,157990766,240172406,31791598.0
jharkhand,2024,2,502445409,621011595298.2496,11765547,176556980,290437854,35450575.0
jharkhand,2024,3,522434285,608392838021.0088,12330147,185937852,302180456,34315977.0
jharkhand,2024,4,586522767,702617568253.4089,12847879,211112198,339852753,35557816.0
jharkhand,2025,1,599394968,738251651951.271,13390825,216904868,343440347,39049753.0
jharkhand,2025,2,665832499,788657303063.193,13882870,231273756,394139963,40418780.0
jharkhand,2025,3,695043900,751683222013.4165,14421897,239848372,415102736,40092792.0
jharkhand,2025,4,739371210,826388939131.4963,14935840,257280435,441921141,40169634.0
jharkhand,2026,1,764591317,875924845949.5278,15393721,266563753,455474383,42553181.0
jharkhand,2026,2,815309961,908972692433.1243,15790280,274010191,498662306,42637464.0
karnataka,2018,1,11259403,17637623160.251854,3901200,4019765,6950094,289544.0
karnataka,2018,2,16008698,30747418632.821686,5226252,6502018,8777546,729134.0
karnataka,2018,3,23401492,43888971406.79382,6536115,10890904,11393430,1117158.0
karnataka,2018,4,42808188,67783584568.181816,8476930,18845529,22411453,1551206.0
karnataka,2019,1,84657050,114709621136.2433,10393952,42558665,39499009,2599376.0
karnataka,2019,2,119618345,168764960519.15936,12052561,51792667,64951290,2874388.0
karnataka,2019,3,179767497,222928023150.4122,13733198,70653459,103434009,5680029.0
karnataka,2019,4,246189422,306446917780.66754,15440057,97978867,136538824,11671731.0
karnataka,2020,1,278198437,365544124508.5454,17044952,104854727,155213652,18130058.0
karnataka,2020,2,212551929,323323995220.1348,18659833,83140160,106019637,23392132.0
karnataka,2020,3,300996207,475946166041.82654,20469767,121005509,155688887,24301811.0
karnataka,2020,4,428937584,656829679389.3723,22376108,166354896,232139007,30443681.0
karnataka,2021,1,521967299,752831794629.573,24058436,189767892,278444938,53754469.0
karnataka,2021,2,527810680,831158630288.7233,25647896,213932224,240282738,73595718.0
karnataka,2021,3,746649773,1121937537110.1548,27447523,284775729,382783587,79090457.0
karnataka,2021,4,801331486,1182460315270.1006,29180661,299544336,428409513,73377637.0
karnataka,2022,1,1035726006,1526632375838.833,30809500,378524434,573122892,84078680.0
karnataka,2022,2,1261631220,1828098602933.223,32374488,438454375,722776073,100400772.0
karnataka,2022,3,1499846853,2033196715924.187,33953647,506236100,878792459,114818294.0
karnataka,2022,4,1636914664,2207804195613.2246,35452134,542356761,973811552,120746351.0
karnataka,2023,1,1832273719,2470385672596.304,36773789,596684637,1108594530,126994552.0
karnataka,2023,2,2052780671,2779793686048.242,38043386,655266669,1254350536,143163466.0
karnataka,2023,3,2357608666,2985013622701.8813,39411658,733654998,1474542255,149411413.0
karnataka,2023,4,2550471370,3249475283077.739,40600790,796720335,1599837426,153913609.0
karnataka,2024,1,2786714019,3491284543661.434,41888288,854741628,1769743226,162229165.0
karnataka,2024,2,3029221824,3786672027453.246,43157465,911025984,1944859250,173336590.0
karnataka,2024,3,3259303462,3911831838299.791,44350489,985650830,2093950803,179701829.0
karnataka,2024,4,3457573836,4158667439552.8296,45668243,1039717182,2233293582,184563072.0
karnataka,2025,1,3729923285,4428287746523.693,46870457,1107610457,2427111761,195201067.0
karnataka,2025,2,3730080830,4479122979444.309,48100388,1080287597,2452632899,197160334.0
karnataka,2025,3,3852915704,4385483377903.0444,49293465,1116255213,2545361507,191298984.0
karnataka,2025,4,4064289183,4658806848239.615,50339561,1167109048,2703392355,193787780.0
karnataka,2026,1,4228148988,4953796605453.972,51308731,1205710715,2825330293,197107980.0
karnataka,2026,2,4491711923,5292341222754.296,52534800,1250633746,3033113369,207964808.0
kerala,2018,1,1825372,2419982815.1613374,776998,598075,1222873,4424.0
kerala,2018,2,2318135,3784132744.6722517,1053063,828394,1454296,35445.0
kerala,2018,3,3089723,5223931290.203843,1311720,1314738,1718134,56851.0
kerala,2018,4,4444604,7775997131.858362,1712592,2056759,2322398,65447.0
kerala,2019,1,6612793,10360769392.460655,2073323,3583016,2906623,123154.0
kerala,2019,2,7662538,13417623455.490543,2457611,3576434,3887749,198355.0
kerala,2019,3,9633567,17115421520.797838,2881087,4285730,4827707,520130.0
kerala,2019,4,12974136,22014232923.56272,3357041,6073579,5655198,1245359.0
kerala,2020,1,15435048,25568200637.84075,3898086,6285143,7087979,2061926.0
kerala,2020,2,15681152,22928754785.609818,4520490,4835285,7591045,3254822.0
kerala,2020,3,22302087,39547903350.2505,5337146,8342008,10639866,3320213.0
kerala,2020,4,34407413,57569923779.03198,6108425,12960136,16554145,4893132.0
kerala,2021,1,43831729,71423214754.64795,6650208,16497214,17500843,9833672.0
kerala,2021,2,49530478,76654377740.94525,7167573,17410034,16995197,15125247.0
kerala,2021,3,66171196,105680340079.37677,7726125,24038832,26792845,15339519.0
kerala,2021,4,74793487,111505022241.01321,8323308,25988637,35632663,13172187.0
kerala,2022,1,96434007,139999474580.00208,8855141,32902484,49169365,14362158.0
kerala,2022,2,109257505,155452076681.6139,9344928,35607788,57745367,15904350.0
kerala,2022,3,133133217,179785817262.17734,9864268,42607631,72429593,18095993.0
kerala,2022,4,145153196,188993126385.9121,10342101,45561057,81180394,18411745.0
kerala,2023,1,148764769,194875581991.6593,10759741,46092010,85084073,17588686.0
kerala,2023,2,157861037,209357724479.30676,11135396,48079475,90888495,18893067.0
kerala,2023,3,171587063,220873954649.31503,11534779,51776040,100655472,19155551.0
kerala,2023,4,181170722,226951463919.4792,11984795,54727019,108215077,18228626.0
kerala,2024,1,182097703,228424493895.03046,12400955,54332511,109820926,17944266.0
kerala,2024,2,195529557,242690651335.99054,12860951,56637815,120226924,18664818.0
kerala,2024,3,215505960,258924474745.4031,13360448,64035147,131732251,19738562.0
kerala,2024,4,233271669,274488300829.11725,13798127,69835587,143632641,19803441.0
kerala,2025,1,247777357,291529845374.05835,14209056,73441722,153309373,21026262.0
kerala,2025,2,237505468,282921500230.21344,14603026,67677636,150007968,19819864.0
kerala,2025,3,260965876,301251443344.1678,15022652,75618258,165209747,20137871.0
kerala,2025,4,281159658,316856950664.97546,15459282,82739665,177673616,20746377.0
kerala,2026,1,284616383,327358436194.98,15839220,83964124,180100477,20551782.0
kerala,2026,2,294649816,335501492227.256,16304760,82527448,191946358,20176010.0
ladakh,2018,1,7733,15241000.350078736,14795,2100,5556,77.0
ladakh,2018,2,18412,56386931.460005626,21011,6677,11482,253.0
ladakh,2018,3,30349,97489777.85152242,27274,11465,18155,729.0
ladakh,2018,4,44498,157126695.5508374,35989,18127,25020,1351.0
ladakh,2019,1,60270,187343278.23590055,44058,26902,31236,2132.0
ladakh,2019,2,103394,370592586.9056551,51485,48630,52308,2456.0
ladakh,2019,3,121018,472038870.3422937,56993,62163,51154,7701.0
ladakh,2019,4,113210,464502753.7020103,62146,61312,35256,16642.0
ladakh,2020,1,149508,528768954.05518544,68423,72321,50689,26498.0
ladakh,2020,2,196402,704881827.1637564,74807,93537,62740,40125.0
ladakh,2020,3,291625,1137269183.6259084,81517,148038,93272,50315.0
ladakh,2020,4,400254,1364250617.5120263,89518,184000,147929,68325.0
ladakh,2021,1,400146,1350829015.2245107,96146,194706,110768,94672.0
ladakh,2021,2,650578,2108362311.0630236,102914,313050,196095,141433.0
ladakh,2021,3,929963,3194633089.416123,109859,479271,269662,181030.0
ladakh,2021,4,857639,2662955792.650712,117697,416036,285865,155738.0
ladakh,2022,1,991962,2920273909.8131056,125119,490348,333285,168329.0
ladakh,2022,2,1690971,4971962008.286831,131845,847046,587810,256115.0
ladakh,2022,3,2078286,5792916606.523451,138524,1064875,710428,302983.0
ladakh,2022,4,1936688,4657431512.900627,146028,900940,773705,262043.0
ladakh,2023,1,1882925,4287184387.0438447,152636,840723,794686,247516.0
ladakh,2023,2,3396028,7790389777.205618,158956,1534520,1437079,424429.0
ladakh,2023,3,4065626,8966210701.853298,164962,1856334,1693969,515323.0
ladakh,2023,4,3523487,7515335519.66155,173131,1495868,1624260,403359.0
ladakh,2024,1,3253441,6588273640.862362,180765,1309880,1611509,332052.0
ladakh,2024,2,5691939,10732962147.415825,190668,2223303,2943855,524781.0
ladakh,2024,3,6963228,12732979334.10912,199266,2729278,3592229,641721.0
ladakh,2024,4,5732422,10928747032.72503,206450,2147484,3075686,509252.0
ladakh,2025,1,4829929,8573236123.000704,213189,1789370,2532508,508051.0
ladakh,2025,2,7653712,12456512178.718197,219995,2676016,4345406,632290.0
ladakh,2025,3,8782266,14123088628.170713,225152,3175450,4892557,714259.0
ladakh,2025,4,6343728,11502761378.19001,231656,2329612,3470604,543512.0
ladakh,2026,1,5780356,9734397006.12715,237706,2125414,3180624,474318.0
ladakh,2026,2,9257425,15460287202.182652,250921,3331223,5270609,655593.0
lakshadweep,2018,1,1124,3053772.2105995324,862,576,548,0.0
lakshadweep,2018,2,2875,8629831.452342758,1172,1665,1202,8.0
lakshadweep,2018,3,2676,7647500.449565986,1491,1177,1481,18.0
lakshadweep,2018,4,3019,9506907.55399945,1903,1178,1800,41.0
lakshadweep,2019,1,4622,15684901.402080331,2320,2117,2458,47.0
lakshadweep,2019,2,5608,16590874.568089645,2763,2342,3217,49.0
lakshadweep,2019,3,5310,16856067.000797197,3275,2600,2520,190.0
lakshadweep,2019,4,6097,19723480.776782963,3708,3137,2626,334.0
lakshadweep,2020,1,8729,26322589.50098286,4140,3906,4060,763.0
lakshadweep,2020,2,11502,30917214.412092242,4578,3849,6329,1324.0
lakshadweep,2020,3,13906,37809773.97093214,5137,5177,7289,1440.0
lakshadweep,2020,4,17672,47628614.570741504,5775,7324,7929,2419.0
lakshadweep,2021,1,16065,49159946.33657811,6336,6910,3956,5199.0
lakshadweep,2021,2,20788,49741657.90632099,6816,7419,3416,9953.0
lakshadweep,2021,3,24627,71786359.45006213,7374,10295,4919,9413.0
lakshadweep,2021,4,25317,80761077.71397853,7965,11408,5279,8630.0
lakshadweep,2022,1,30348,100573065.28366517,8435,14349,6831,9168.0
lakshadweep,2022,2,33079,98136938.13431954,8885,15622,7795,9662.0
lakshadweep,2022,3,34974,100075631.86162713,9374,16327,8822,9825.0
lakshadweep,2022,4,37014,107487767.57716052,9808,17973,8933,10108.0
lakshadweep,2023,1,43520,120064282.06789017,10183,20840,11319,11361.0
lakshadweep,2023,2,50557,135198933.54788214,10584,22867,15989,11701.0
lakshadweep,2023,3,61690,127653819.3961912,11059,26919,22701,12070.0
lakshadweep,2023,4,96514,176451021.5524603,11676,36239,46222,14053.0
lakshadweep,2024,1,120325,194003286.42437226,12330,40581,65567,14177.0
lakshadweep,2024,2,161844,213925009.20390275,13251,43383,103328,15133.0
lakshadweep,2024,3,183660,214944305.44486734,14065,48622,119755,15283.0
lakshadweep,2024,4,228820,279685503.6960153,14725,60510,151047,17263.0
lakshadweep,2025,1,286444,330371406.7975748,15368,76507,186433,23504.0
lakshadweep,2025,2,282186,285436602.3281379,15987,65743,197029,19414.0
lakshadweep,2025,3,295580,269362417.0022364,16553,66169,210108,19303.0
lakshadweep,2025,4,326937,328386753.1594286,17251,86831,219710,20396.0
lakshadweep,2026,1,351993,352164967.7721263,17882,100205,229831,21957.0
lakshadweep,2026,2,371196,370577513.7308949,18419,101796,248709,20691.0
madhya pradesh,2018,1,8614129,9240858109.528643,2501837,2982533,5540953,90643.0
madhya pradesh,2018,2,11249274,16791412396.439934,3390239,4456775,6493926,298573.0
madhya pradesh,2018,3,18062698,25331787718.834587,4233736,10456411,7152252,454035.0
madhya pradesh,2018,4,22807607,35619617648.65941,5311159,11980653,10163524,663430.0
madhya pradesh,2019,1,38928866,49298676966.62583,6383958,24432077,13270690,1226099.0
madhya pradesh,2019,2,41244464,67755802214.78655,7278165,20842891,19025755,1375818.0
madhya pradesh,2019,3,54896351,79071968085.57455,8231531,23192694,29189777,2513880.0
